stock_id,name,enabled
2330,台積電,TRUE
2317,鴻海,TRUE
2303,聯電,TRUE
3008,大立光,TRUE
6223,旺矽,TRUE
6683,雍智科技,TRUE
6515,穎崴,TRUE
